Index,Speech,ThemeLabel
4202,сменить пароль,8
12251,хочу узнать получить кредит,24
12864,интересует открыли счет,31
13098,нужны реквизиты банка,32
2002,вклада,4
10468,свяжите пожалуйста оператором,21
5108,сумма карте остаточной,9
8829,карта оплатить интернет,18
1116,интересует работ филиал торговом центре своей,0
5923,кредита,10
4633,временно,9
8619,внесение денег карту,18
1571,знаю звонили снова нажала,3
6921,гос мобильного банка,15
7778,банкомат забрал деньги пришли карте,18
10123,консультации,21
13180,вернуть расчетный счет,32
9031,хотелось узнать баланс карте,18
8842,пришла смска счет кредит,18
5331,кредит,10
12347,терминале положить,25
9270,списание зарплатной карте,18
3759,пришла смс входа лайн кабинет учетная запись,8
3859,восстановление пароля интернет банку,8
118,каком банке банкомате снять деньги,0
10498,зенит оператор,21
1096,че,0
12184,кредит заказывала хочу сказать,24
11216,обратиться получения кредита,24
2292,новый вклад,4
7527,интересует прошла оплата моей карте магазине алло марта,18
7651,хочу связаться картами,18
1892,интересует звонок,3
2224,алло информация вкладах,4
8746,здравствуйте хотел узнать зачисления карту,18
1826,банка звонили телефон,3
12053,поводу кредита хотел узнать,24
2553,закрытие кредит закрытие кредита,5
4845,той карты,9
2298,закрыть вклад закрытие вклада,4
4032,слово отдел службы безопасности,8
11244,узнать алле кредит фонд,24
7168,текущий момент,17
2219,вкладу,4
9519,снимать какого числа снимать проценты вкладу,20
5453,кредит пенсионеров,10
13000,закрытие расчетного счета снято нужно,31
3897,здравствуйте нужен нужно службы поддержки помощью зайти интернет банк,8
10782,замена номера привязанного карте,23
9380,кредитные карты,19
10935,отправлял заявку получение кредита сказали обратиться банк позвонить телефону,24
11258,получение кредита минина,24
431,офис илью сша,0
10467,автоответчик живой человек,21
11477,получение кредит течение кредита,24
3349,заканчивается заканчивается вклад нужно решить вопрос новом вклада,7
6927,телефон кредите банком нижний тагил,15
12212,пришла смска заявке кредит,24
7531,баланс карте,18
5325,алло девушка интересует пришло сообщение поводу кредита,10
8327,насчет платежи,18
3417,задолженности кредиту,7
634,адреса отделения банка город москва,0
4723,карта карту дали узнать алло,9
7223,деньги заказать снять вклада,17
6238,алло предложение кредиту,10
10749,офис карту,23
5856,всеми кредит,10
3424,девушка целый день звонят городской телефон взяла говорят задолженность,7
5643,поступила предложения одобрен кредит,10
4612,вопрос обслуживанию дебетовой карты,9
6714,курс валюты,14
599,адреса городе,0
1687,просто высшем отсрочка говорю говорю звонок,3
1603,звонили вашего,3
5783,течение,10
9378,замена кредитной карты,19
8508,перечислили зарплат,18
11023,здравствуйте хочу попробуйте форекс кредиту,24
2799,вопрос кредитам кредитам,5
13102,узнать остаток счета карте,32
11826,ваш адрес пожалуйста время придумали кредит приехал узнать адрес,24
1565,алло звонок трубку взять перезваниваю ваш плачет,3
4997,вторая карта зарплатная,9
2825,процентная ставка кредиту,5
10795,узнать поступали деньги карту,23
6621,хотел приобрести две тысячи долларов,12
12013,девушка хотели кредит билет,24
7481,прошел платеж,18
8919,заплатил позвонят заплатить,18
8307,сад значит сняли деньги просит плату кредит,18
8363,можем прав трубку здравствуйте сегодня заплатила ой разы карточка,18
11741,скажите пожалуйста смска пришла задолженность кредиту возможно узнать,24
7451,интересует потерял банковскую карту,18
3906,динамичный кем пароль,8
9054,пришло код,18
8195,получить картам,18
6645,интересует курс доллара сегодня приобрести,12
7069,карточку банкомат зажевал карту выдает никакие операции позднее,16
3043,нужно перевести деньги банк возможно сделать,6
4372,восстанавливают карточку хочу,9
2259,оформление доверенности вкладу,4
209,интересует расположение офисов приему платежи,0
2506,досрочно погасить кредит,5
9076,оставила заявка пришел код,18
6355,этому кредиту,10
11470,здравствуйте подавала онлайн заявку кредит карту хотел узнать,24
2148,интересует оформление извещать вкладу,4
6369,приходило сообщение одобрен предварительно кредит,10
9892,сведения специалиста,21
5415,течение кредит,10
6889,узнать мобильный банк,15
11441,взять,24
4103,забыл пароль,8
9130,отмена оплаты карте,18
3327,знаю долг,7
10781,замена номера э которому привязана карте,23
9845,хочу поговорить оператором,21
12648,оформить кредитная карта кредитной карте,28
5680,регистрации,10
7448,интересует заблокирована карта,18
12833,сегодня предполагаемой дата закрытия счета управляет нужно,31
2121,сколько вклады долларах нижний новгород,4
6201,сколько отчетности,10
12009,кредит наличными,24
9656,хотел узнать какие проценты вкладам,20
12643,алло оформить кредитную карту,28
6532,курс доллара курс доллара,12
9331,алло карта,19
4433,хочу новую карту,9
3397,отдел просрочки кредита,7
9644,сделал вклад нажал лайн хотел делать высчитали тыщ хотел неверный,20
13174,нам нужно узнать реквизиты номер карты,32
9318,состояние счета кредитной карты существует,19
11521,те хочу узнать сколько осталось оплатить кредит,24
3872,ваш разговор продолжен пожалуйста оставайтесь линии якобы лицензий кассе лист алло алло,8
3235,закончилась дети ключей,7
9463,вопрос условиям кредитные карты,19
4054,нужен новый пароль клиент банка,8
2926,вопрос,5
8422,оплата услуг гос пушкино,18
5645,деньги кредиту,10
2574,действующих кредит,5
5459,кредита,10
12812,алло нужно узнать открыт счет,31
1268,комиссия акцию зенита,1
10582,платежное поручение состоять могу конца правильно,22
5571,кредитную,10
4354,ленина карту,9
6589,курс доллара покупке сегодня,12
9207,оплата карту,18
10685,открыть карту,23
4630,счет карте,9
11901,интересует нахожусь депозитному какие возможно взять кредит,24
1364,интересует заблокировали,2
5074,карты,9
4201,активация интернет банк,8
10250,нужен оператор,21
6278,кредит тринадцатого перечислили поступило,10
10270,переговорить нужен оператором,21
19,банкомат,0
12731,хочу подать скажите сколько процентов годовых,29
4593,вопрос переводу карты,9
8987,снятие наличных комиссии,18
1524,звонил минуту назад,3
1977,вопрос вкладам,4
10295,оператором поговорить насчет должен,21
8978,код код могу карту банкомат узнать,18
8320,платеж карты,18
7817,интересно получить зарплатную карту городе оренбург,18
3742,расчет пароль,8
9800,хочу дали специалистом разговариваю,21
2232,вклад накопитель,4
13286,юридические лица,35
6883,телефон банка чисто пускай двадцать шесть тридцать пять,15
6196,сумма кредита который одобрили,10
8850,хочу узнать сумму оплаты карте,18
7860,пришла сотовый телефон смска одобрен сумму,18
4424,карта виза голд,9
13032,расчетного счета получить,31
10916,заявка кредиту,24
4774,карточки,9
5969,упали магазине деньги,10
8872,прошла оплата пост терминал,18
7886,снятие наличных денег вклада,18
5620,кредит,10
8367,интересует баланс карте,18
4733,ой смс оповещения зарплатную карту,9
596,адрес интересует ваше банка,0
238,каком э города казани находится вашем банке,0
9330,лимит кредитной карты,19
9095,интересует станут оплате москве признавалась день десять штук шлете,18
1709,хоте роста звонили знаю звонили,3
11751,код получение кредит,24
6642,курс обмена долларов,12
6639,сколько стоят доллара почем продаете,12
965,отделения банка график работы,0
3144,узнать просрочку оплатить задолженность,7
12669,получить карту,28
841,ярославский филиал,0
11763,хотели взять кредит краснодаре,24
12244,хотел взять кредит,24
7249,неправильно списали деньги кредит полное сумму,18
5729,кредит,10
2947,отсрочку существующий кредит отсрочку кредиту выплата,5
2815,поводу оплаты кредит,5
4177,интересует смена ключей этп интернет банка,8
10217,оператором хочу связано,21
13011,алло числа открытых счетов,31
195,ай нужна справка заработной платы места работы,0
8348,действующих карт,18
12319,терминал выдает чеке закрытии дня,25
2972,действующим лимиту платеж,5
2252,интересует последних вклад,4
6248,интересует загрузить кредита средства блин сколько,10
13022,нужна информация наличии расчетного счета,31
8331,узнать взнос оплатить,18
446,карточка проходит банкомату,0
3197,аскания долгу,7
8783,интересует пропали платежки который вчера правила клиент банку,18
8076,аижк ой получила смс сообщение,18
5017,карта сумма которая лежит карте,9
1887,звонили десять минут назад,3
9323,лимита кредит лимит,19
346,головной отделении,0
5513,кредит алло,10
5751,интересует поводу кредита,10
11721,оформить кредит потребительский,24
2392,оплатила кредит,5
13164,запросить реквизиты банка,32
0,ваш адрес каком городе находитесь,0
9248,оплата двадцать четвертое алло,18
7809,могу своей карте личном кабинете сделать операций перевести денежку кредит,18
9987,прошу пяти разговаривать живым человеком автоматом,21
8105,баланс карте узнать,18
542,хотела поговорить ситуации произошли шестьдесят мной отделении банка,0
7998,оплата кредитной карте оплата задолженности карте карте,18
2818,платеж кредит,5
9244,вопрос текущий карты,18
6292,кредиту,10
6753,валют,14
13157,нужно узнать номер лицевого счета ростелеком интернет,32
9317,получила смс пришла кодом,18
756,адрес ваш адрес,0
9758,нужен нужна связь специалистом денежки,21
4939,ваш карте,9
5564,идите,10
11092,занять хочу именно взять кредит,24
10187,здравствуйте оператором,21
8623,подскажите пожалуйста перечисление билайн доход принимать кредит комиссии,18
8509,забыл пин код,18
1481,звонили поэтому перезвонить проблема,3
8673,интересует счет моей карты,18
7530,интересует кредит э пришел код ваш,18
7228,действующих город действующих вклад,17
4393,контракта карта,9
12991,заявку подавали открытие счета,31
27,алло,0
4050,паев сообщений обратиться банк точнее,8
11640,интересует кредит просто особенно заявка,24
301,снятие денег другом банкомате,0
7740,поступления карту пенсии,18
8057,оплата интернет заказа,18
11766,хочу получить кредит,24
690,томска отделение,0
3864,могу зайти мобильный интернет,8
2586,здравствуйте интересует погашения долга досрочное,5
2884,вопрос кредит,5
12971,интересует открытие счета уфе,31
4339,ес,9
2437,заплатил кредит,5
5998,цвет,10
5073,карте,9
10747,замена карты,23
7233,пришло вклад вашего банка кредита вашем банке,17
12334,терминал связи,25
2680,вопрос страховки банк кредита,5
6865,франка,14
5716,кредитование,10
2277,снять вклада,4
2443,сумма полного погашения кредита,5
7726,поступили деньги карту,18
4408,моей карты карту,9
7038,банкомат терминал работает который находится кировском улице эка приволжского,16
4915,перевод карты другую карту,9
8707,информация дебетовой зарплатной карте,18
13307,вопросам юридических лиц,35
4543,операции банковскими картами,9
10952,хочу взять кредит,24
2050,алло,4
6798,валюта продажа валют,14
9234,остаток счету зачисление,18
1270,звоните утра смс урал акций получила деньги,1
11125,оформить автокредит,24
5731,кредиту,10
9475,лимит кредитной карте,19
9575,самый большой вклад нужно процентам,20
8651,активация карты,18
6209,кредит,10
2234,дайте вклада,4
10038,оператор,21
12488,девушка добрый день,27
3365,задолжность моему кредиту,7
4104,настройки личный кабинет,8
6214,праздничных кредит,10
4678,перевод интересует карта,9
135,адреса,0
6730,пункт обмен валюты,14
13178,интересует номер номер банковского счета,32
9433,кредит карточку,19
9770,оператором соедините,21
11515,кредит взят кредитов оформить кредит,24
1670,звонок вашей стороны предлагаться кредит,3
7582,потерял карту,18
1637,позвонили поняла,3
1910,позвонили ко,3
4340,отель карте,9
9775,узнать специалистом,21
3637,алло здравствуйте менять пароль могу,8
1288,заблокировать карту разговаривал,2
1656,поводу звонили номер телефона вашего банка хотел уточнить какому вопрос,3
12108,одобрения кредиту хотел узнать,24
3674,восстановление пароля интернет банку,8
6578,курс доллара говорю,12
739,нахожусь робот сделаем,0
7035,смски роста вашем банкомате застряла карточки нужно вернуть карточку,16
7643,отправить платежку платежка,18
8679,вчера переводил деньги телефон,18
3777,девушка банк клиент работает,8
6684,евро интересует,13
1497,звонили,3
9903,соединить консультантом,21
2857,интересует остаток погасил девять кредит интересует,5
6314,кредитование юр лиц,10
3790,клиент банк течение блин,8
2949,отправлял девушка днем две платежки,5
9513,интересует открытие вклада,20
66,телефон отделения,0
9383,кредитной карте пообщаться специалистом,19
4579,узнать которого картами,9
8936,подтверждение платежа расчетного счета юридического лица,18
9646,вклад открыт отправляемый,20
12849,расчетный счет юридических лиц,31
12499,здравствуйте хотелось,27
1163,офис алло,0
5849,здравствуйте интересует кредит деньги должен получается,10
827,отделении,0
5462,лишние деньги кредит,10
13260,корпоративным,35
1398,позвонили телефону перезвонят перезвонил знаю,3
8852,оплата счету,18
12182,хотела узнать насчет кредита оформить,24
8855,интересуют отправка платежа юрлиц,18
1083,режим работы отделения,0
9417,погасить просроченный кредит кредитную карту,19
9948,собираетесь брать дайте кого-то оператора какого автоматом разговариваю,21
9733,звонок оператора,21
6079,какие документы кредит,10
2479,интересует вопрос кредиту,5
10021,соедините оператор,21
4978,карточка здравствуйте,9
1956,звонил,3
11983,хочу взять,24
5754,займа кредиты кредитуете,10
4295,угу,9
10002,менеджер,21
7701,карте лимит,18
12274,заявка знаю одобрено,24
7921,хотел активировать карту,18
3785,etoken вклада,8
9074,узнать баланс карточки,18
4507,создать карту,9
8881,списание денежных средств карты,18
6638,выдает курс доллара,12
12120,пришло смс оформление кредита,24
7828,лимит карты ой интернет,18
4205,банковская карта,9
9905,хочу проконсультироваться,21
437,соединение филиалом город воронеже улица никитин ска,0
5980,поводу кредиту,10
10175,могла оператором,21
10456,переключите оператора,21
2467,действующих кредит вашем банке,5
7512,действующей карты,18
3045,деньги переводила переводится карту,6
597,офис димитровград алло,0
10493,можете соединить человеком,21
8061,активация электронной подписи,18
6103,интересует ипотека,10
12398,поводу претензии,26
4212,карта,9
6705,возможно вашем банке поменять ук рынке гривны российские рубли,14
9725,вопрос остались ждем ответа оператора,21
4027,интернет банк зайти заблокировали аккаунт нова деле неправильно пароль,8
7386,интересует оплата обучение,18
2975,перевести деньги расчетного счета,6
336,нужно узнать телефон отделения нужно отделение ботанический городе екатеринбург юридический,0
2460,платеж ежемесячный платеж действующим кредиту,5
6357,кредита пополнить,10
1885,звонили связь,3
12012,хотела оставить заявку кредит,24
682,девушка можете подсказать находится банк вашу ростове дону,0
10612,оформление платежного поручения,22
9312,автоответчик пин код,18
222,адрес вашего банка котором,0
7048,интересует сбой программе банкомате,16
6266,пришло сообщение,10
8143,узнать заблокирована карта,18
3669,онлайн поддержка банк клиент,8
11377,хочу получить кредит характер,24
181,отделение банка интересует банкомат нужно,0
12578,алло здравствуйте заявку подавал внесу говорит четверг туда еду,27
393,ваш адрес банка,0
1246,неправильно работа банкомата,0
63,отделение гоголя,0
10336,разговор оператор,21
10761,новый пароль получить,23
390,соедините соединение отделении,0
8733,хотела получить деньги,18
5918,кредит,10
2530,оплате кредиту позвонить каком,5
4417,сказать,9
9502,написать заявление выдачу вклада,20
7103,услугами текущего,17
9163,узнать баланс,18
2126,закрытие вклада интересует,4
6147,день кредит,10
7557,хотели узнать сколько платить нам сша,18
10067,хочу пообщаться оператором,21
3698,нему могу войти интернет банк,8
5348,гос,10
554,выходном дне вашем банке другом банке кредит каким образом платить,0
5060,карта,9
7348,создание платежки,18
1866,здравствуйте девушка нам звонили минут пять назад связаться,3
174,снять деньги другом городе,0
11944,хочу уточнить кредит,24
3950,интернет интернет банк,8
3989,поддержка техническая поддержка,8
1981,ожидание,4
6791,покупка валюты городе курске,14
4457,выписка карту,9
12026,хотела узнать насчет кредитной истории,24
1187,интересует отделения банка,0
1170,адрес банка проспекте пятьдесят лет октября город саратов,0
481,работает,0
1647,вчера звонили номер телефон вопрос банком,3
4242,исключить карта,9
855,адрес банка города,0
9020,положила карточку деньги четырнадцатого февраля прошел платеж выдали,18
780,банкомат номер сто двадцать четыре ноля шесть ленту заря лиц,0
8134,звонок оператором,18
13213,эквайринг,34
11679,хочу получить кредита возможно,24
9028,знаете погашение кредита карточке деньги автоматически будете знать сколько каждый месяце лица,18
10774,карту пришли деньги деньги,23
5442,насчет кредита звоню,10
10734,получить получить карту,23
4876,хотим карт,9
8429,перевести деньги могу карточку банковского счета изменилось,18
2733,интересует могу заплатить аижк районе казани брала кредита аижк районе спросить,5
6430,хочу форме,11
8480,перевод дошел,18
3419,задолженность карте кредиту,7
591,операционные офис улице,0
9515,проценты вкладам,20
9125,положила деньги карточкой сделал вложении десять тысяч чек увидеть восемь тысяч,18
9995,нужна консультация специалистом,21
223,адрес вашего филиала который находится куркино ленина номер телефона подскажите,0
6813,курс,14
938,номер телефона офиса саратовская область улицами тюрин город,0
13212,здравствуйте нужно обслуживать физических лиц малмыж,33
11841,получить получить,24
9392,кредиту,19
11834,хочу взять кредит банке,24
2955,остаток,5
359,банк ваш юге находится вообще филиал банка ваша,0
11680,получить кредит,24
656,каком транспорту доехать адрес алло каков код сорок находится ваш банк волгограде,0
12419,здравствуйте интересует деньги счет возврату обратно,27
11972,девушка хотел узнать заявка кредит подавал,24
2341,почему депозит приходит счет телефон почему,4
1623,звонок успела,3
8190,нужно активировать карту,18
7146,нужно забрать вклад,17
5003,хочу,9
2665,алло интересует оплата кредита оплата произведена вчера,5
12537,здравствуйте подавал заявку,27
8090,снятие наличности,18
723,адрес проспект,0
10297,сотруднику,21
6515,звонила кредитной карте,11
2939,интересует взяла кредит получается досрочное погашение кредита,5
11684,хотела заявку стоит кредит,24
9367,потребительскому кредиту,19
8260,забыла пин код карточки,18
11203,девушка минут прошло получения кредита обратитесь орган скажите ваш код пойму такое,24
8404,прошел платеж,18
3850,работа интернет банке,8
11715,получение кредита получение кредита получение кредита,24
13262,вопрос клиент банку индивидуального предпринимателя,35
11725,поводу кредита хочу узнать,24
8244,позднее вопрос действующей карте,18
8470,перевод денег дошел адреса,18
12571,здравствуйте хотела узнать ваши,27
9164,проходит платеж контракт ленту,18
50,адреса городе,0
5304,кредита,10
4468,смс уведомление банковскую рабочую карта,9
6012,здравствуйте поводу кредита,10
3334,остаток задолженности кар,7
10312,перевести разговор оператором,21
11878,заявка одобрение кредит,24
8709,платежи расчетного счета,18
9493,кредиту,19
8448,возврат действующей карты,18
8094,лимит карта,18
3908,телекард пользу юридического отдела лиц,8
9731,связаться оператором,21
2708,оплата текущего кредита,5
8396,поступил платеж,18
9157,прислали алло прислали сообщение кодом,18
8698,оплата интересует вчера заплатила равно живой робот живой лиц оплатить иначе вчера,18
8755,украли кошелек эта карта вашего банка,18
3800,интернет банк,8
10613,формировании платежном поручении неправильно будьте суммы,22
974,адреса дополнительных офисов,0
9066,активная карта,18
8599,проведение платежей,18
4670,одобрение,9
172,нужно переговорить ведущий офиса ко смартс,0
715,банкомат нам нужен,0
10464,написано обратитесь специалиста банка,21
10649,платежное поручение расчетно счету,22
8478,оплата карты,18
1319,делать карту заблокировали,2
11541,ага получение кредита,24
9585,хочу открыть вклад,20
5463,ставки кредит,10
829,отделение банком,0
2994,совершен неправильный ошибочный денежный перевод,6
10858,алло получить карту,23
3576,ленте банке написано систем ошибка обратить служба технической поддержки,8
2208,снять деньги вклада,4
6575,курс доллара доллара курс доллара,12
711,расположение кредит,0
5966,кредит насчет кредит интересует,10
12589,добрый день рубли,27
3982,счет интернет банкинг строй,8
2062,счету,4
8589,закрыть банковскую карту,18
4921,очень карту,9
1658,звонил сотового телефона звонил,3
8816,баланс интересует,18
2983,нужно узнать золотая корона могу получить деньги,6
3757,приходит эсэмэски банк клиентом,8
1631,позвонили получения займа кредит скажите пожалуйста город приехать,3
10917,одобрена заявка кредит,24
11854,получаю получении кредита,24
12986,нужно открыть расчетный счет сделать екатеринбурге,31
2634,действующей кредит,5
2853,оплата кредиту оплата,5
1065,э нему работает режим работы банка екатеринбурге ленина сорок,0
5686,алло чип кредит поступила смс сообщения,10
3384,общую сумму задолженности кредит,7
10632,ответ круто платежных поручений,22
11749,прийти кредит кредит взять кредит,24
10773,открыть новую карту,23
5851,спец спец предложение,10
10018,соединить оператором пожалуйста,21
7889,лимит карты получить карту послать,18
6852,обмен курс валют,14
7408,активация карты,18
12867,оставляла заявку открытие счета,31
3801,знать техподдержка,8
3109,получили зарплату перечислили зарплат оренбург кончается майлз,7
12336,работает платежный терминал,25
6893,вопрос мобильному приложению банка,15
92,нужно узнать отделение банка,0
7725,утраченной карточка,18
11344,хотел получить кредит,24
9426,карта,19
2193,каком вклады,4
9815,оператором могу поговорить,21
9921,связь оператор,21
3510,приходит телефон смс ла одноразовые пароли входа интернет банк захожу,8
7732,возврат покупок зарплатную карту,18
7013,банкомат съел карту забрал,16
2136,вклады,4
10289,оператором,21
2540,действующим кредит,5
637,интересует адрес ростелекома,0
10739,карта готова,23
10432,звонила нужна консультация пожалуйста соедините оператором нужна консультация реквизитам банка,21
1301,алло нужно заблокировать карту,2
9878,дело наград автоответчик оператором разговариваю,21
4143,коммерческая предложения,8
10645,поводу платежном поручении,22
5180,предлагали кредит,10
9993,человеком говорю алло,21
9636,интересует вклад процент вклада вкладам,20
1368,звонок,3
11804,пин кредит хотела узнать,24
5763,ипотеке помните,10
57,адрес нужно филиала,0
10584,необходимо побольше формировать платежных поручений,22
7533,лимит карты лимит,18
4620,обратиться,9
7882,начисление пенсии карту,18
7388,входящих платежей,18
7682,знаю первый получаю,18
13224,интересует эквайринг,34
9283,платежа обслуживание карт,18
9544,процентным,20
5360,сумма кредиту,10
6364,кредит,10
12451,алло здравствуйте интересует прошла транзакция оплате магазине,27
11562,узнать взять кредит,24
5080,пожалуйста,9
5982,алло алло интересует кредит лицами,10
3564,алло клиент банк,8
7862,карта заблокирована банкомат,18
6202,скажите кредит даете пенсионерам,10
1926,пропущенный звонок,3
6561,комиссия сменила место доллар,12
3088,перевод денег,6
5456,здравствуйте кредитному договору,10
10595,отзыв платежного поручения,22
8275,общая карта текущие карта,18
6685,продажи евро,13
13273,сотрудником банка разговаривать юридическим лицам,35
2728,скажите пожалуйста кредит лежат процент,5
1431,звонили мог нечаянно звонок,3
7165,забрать,17
10368,консультация вложений денег банкомат,21
10810,получила новую карту,23
9329,оплата кредитной карте,19
3343,задолженность кредит,7
10124,интересует консультация специалистом,21
2725,перенос платежах кредиту,5
12407,направлено претензия ответ претензии,26
764,узнать адрес,0
5601,двадцать годовых,10
10697,отдает карту,23
7000,вложили деньги банкомат выдал,16
12879,интересует состояние финансов состоянии моих лицевых счетов открытых вашем банке две тысячи одиннадцатом году,31
10585,необходимо сформировать платежное поручение,22
1032,тюменский филиал,0
740,адреса банков алло,0
4819,перенос ежемесячно перенос,9
1329,терминал заблокировал мою карту,2
629,места вами интересно разговаривать понимаю,0
5676,разговор,10
1195,наличие наличие долларов э,0
3364,интересует кредит кредит задолжность которые,7
941,находится банк самаре,0
7523,утеряна платеж,18
7997,могу карты внести оплата,18
9372,узнать пойму,19
9933,одобрили поговорить оператором,21
13214,интернет эквайринг,34
13248,индивидуальный предприниматель,35
12209,хотела оформить кредит завтра приехать давали заявку,24
2668,интересует вопрос перевести платеж число,5
5217,дочери кредита,10
11085,кредит хочу взять,24
1829,интересует звонили,3
5542,кредит интересует,10
5780,город кредиту,10
6210,кредитный договор,10
212,продажи доллара,0
1940,ой спасибо большое думал звонили телефон звонил э высветился думал авто,3
10193,консультант,21
6882,телефон банка,15
7722,сколько повторить весь кредит заплатила размена возникли мегафон пина,18
5128,вопрос заявке карту,9
6009,одобрили кредит,10
12320,терминалу вопрос,25
6329,фонд,10
10528,действующей сотрудник интересует личный вопрос,21
9419,кредиту,19
735,отделения банка кузнецов,0
3265,вопрос интересует задолжность,7
9687,процент вкладам процент вкладам,20
7343,обслуживание текущий карты,18
5671,вчера заявочку сделали кредит утром,10
3005,нужны деньги перекинуть деньги шестьдесят тысячи рублями приехать,6
10878,число дебетовой карты условия,23
8164,интересует зачисление карту,18
8257,ответ платеж,18
3579,могу зайти буквально интернет банк лайне,8
11201,назад подавал заявку выдаче кредита,24
9574,процентные ставки депозиты вклада лица,20
13023,расчетный счет,31
1697,поступил звонок,3
323,адреса отделений городе иркутске,0
3206,просрочен платеж узнать,7
11165,какие документы нужны оформление кредита,24
13104,карта открыт вашем банке карты перечисляла расчетный счет открытый вашем банке реквизиты вашего банка,32
2569,действующим кредит действующим,5
3466,работает интернет банк,8
1613,интересует вашего банка поступил звонок хотела выяснить,3
8214,отложенный платеж кредиту,18
6738,валютной валютный контроль,14
5090,время,9
9485,девушка перевели деньги кредитную карту списании произошло почему,19
2414,платежу кредит,5
5622,кредита,10
7171,хочу заказать деньги,17
6840,обмен валют доллар,14
7104,действующей вклад,17
949,адрес филиала,0
8960,внесла внесла платеж прям буквально,18
4928,алло карточку,9
8792,оплате долго,18
12840,алло интересует открыть счет,31
341,адреса городе краснодаре вашего банка,0
590,суммы офис,0
1256,интересует акции,1
2545,интересует процент допустим дали кредит банк пенсионер,5
9005,интересует пишет задолженность карте,18
10541,менеджер банка,21
1255,вопрос акции кому могу задать вопрос коем акции,1
9698,хочу связаться оператором,21
2165,звоню вклада,4
13077,найти реквизиты корпоративные карты банке,32
12922,открытие расчетного счета тарифы,31
5181,предлагали,10
7403,подтвердить платеж,18
5305,алло течение кредита,10
7070,интересует деньги забрал банкомат,16
9888,поговорить специалистом,21
6891,интересует почему телефон приходит постоянный звонки вашего банка,15
1432,звонили,3
7595,интересует снятие наличных,18
8837,замена пин кода карте,18
5688,алло кредита,10
